order_month,category,gmv_brl,gmv_usd,mom_growth_pct
2018-02,drinks,2419.28,483.91,-21.03
2018-02,market_place,2366.34,473.26,126.06
2018-02,construction_tools_lights,1967.47,393.49,-22.99
2018-02,costruction_tools_garden,1880.1,376.0,-58.27
2018-02,books_technical,1767.71,353.53,24.59
2018-02,art,1560.83,312.17,-45.51
2018-02,costruction_tools_tools,1539.82,307.97,121.52
2018-02,furniture_bedroom,1395.1,279.02,30.99
2018-02,food_drink,1387.34,277.46,162.15
2018-02,fashion_shoes,1251.52,250.3,52.2
2018-02,signaling_and_security,987.67,197.52,-23.79
2018-02,tablets_printing_image,866.49,173.26,363.93
2018-02,furniture_mattress_and_upholstery,691.48,138.29,-45.57
2018-02,fashion_underwear_beach,505.29,101.05,-42.39
2018-02,fashion_male_clothing,446.86,89.37,-32.52
2018-02,books_imported,351.54,70.31,-45.81
2018-02,music,277.24,55.44,591.89
2018-02,cine_photo,272.12,54.43,21.6
2018-02,flowers,187.7,37.55,-57.17
2018-02,diapers_and_hygiene,150.76,30.16,-20.0
2018-02,home_comfort_2,84.0,16.8,4.02
2018-02,fashio_female_clothing,45.09,9.02,-77.05
2018-02,dvds_blu_ray,42.53,8.51,-55.96
2018-03,watches_gifts,106696.69,21339.44,53.47
2018-03,health_beauty,102991.21,20598.3,4.92
2018-03,computers_accessories,100661.31,20132.53,-14.79
2018-03,sports_leisure,100283.39,20056.86,14.01
2018-03,bed_bath_table,84107.25,16821.77,16.79
2018-03,furniture_decor,65847.66,13169.72,40.44
2018-03,auto,52812.75,10562.73,9.8
2018-03,baby,47163.94,9432.83,59.54
2018-03,housewares,46646.88,9329.54,5.71
2018-03,cool_stuff,43913.06,8782.73,26.55
2018-03,office_furniture,39722.58,7944.53,80.47
2018-03,garden_tools,34094.44,6818.87,1.17
2018-03,telephony,31271.76,6254.39,64.66
2018-03,toys,27718.7,5543.78,62.53
2018-03,perfumery,23814.11,4762.84,1.0
2018-03,unknown,20026.74,4005.41,34.18
2018-03,electronics,16951.12,3390.55,-15.65
2018-03,pet_shop,16345.24,3269.1,39.22
2018-03,stationery,16051.13,3210.26,10.84
2018-03,small_appliances,15034.91,3007.01,154.28
2018-03,consoles_games,13078.06,2615.63,0.48
2018-03,fashion_bags_accessories,12765.84,2553.3,11.04
2018-03,construction_tools_construction,12244.21,2448.86,20.69
2018-03,musical_instruments,12125.77,2425.16,20.48
2018-03,home_appliances,11350.26,2270.04,76.98
2018-03,audio,11264.37,2252.86,270.71
2018-03,small_appliances_home_oven_and_coffee,8220.48,1644.1,155.8
2018-03,luggage_accessories,7406.85,1481.37,-4.84
2018-03,home_construction,6766.89,1353.43,11.74
2018-03,agro_industry_and_commerce,6567.09,1313.44,-18.52
2018-03,home_appliances_2,6085.99,1217.21,-39.06
2018-03,construction_tools_safety,5789.78,1157.96,-5.89
2018-03,furniture_living_room,4279.8,855.98,-28.22
2018-03,industry_commerce_and_business,3607.83,721.55,-34.66
2018-03,kitchen_dining_laundry_garden_furniture,3602.02,720.41,-36.8
2018-03,air_conditioning,3208.87,641.79,10.93
2018-03,construction_tools_lights,3138.15,627.63,59.5
2018-03,home_confort,3060.62,612.13,-9.93
2018-03,costruction_tools_garden,2971.37,594.28,58.04
2018-03,food_drink,2623.5,524.7,89.1
2018-03,books_general_interest,2288.66,457.77,-7.17
2018-03,fixed_telephony,2200.84,440.16,-65.3
2018-03,food,2068.59,413.72,-15.12
2018-03,market_place,1855.19,371.05,-21.6
2018-03,fashion_shoes,1525.22,305.06,21.87
2018-03,drinks,1268.52,253.69,-47.57
2018-03,furniture_bedroom,1265.69,253.14,-9.28
2018-03,books_technical,1232.47,246.51,-30.28
2018-03,christmas_supplies,1194.29,238.87,-55.29
2018-03,costruction_tools_tools,1154.77,230.96,-25.01
2018-03,signaling_and_security,1079.56,215.9,9.3
2018-03,party_supplies,1070.29,214.07,528.62
2018-03,cine_photo,846.54,169.31,211.09
2018-03,furniture_mattress_and_upholstery,584.93,116.98,-15.41
2018-03,art,581.66,116.35,-62.73
2018-03,la_cuisine,426.7,85.34,228.16
2018-03,fashion_underwear_beach,368.41,73.68,-27.09
2018-03,music,362.36,72.47,30.7
2018-03,tablets_printing_image,287.29,57.46,-66.84
2018-03,books_imported,284.69,56.94,-19.02
2018-03,diapers_and_hygiene,248.61,49.71,64.9
2018-03,fashio_female_clothing,154.52,30.92,242.69
2018-03,flowers,136.41,27.28,-27.33
2018-03,fashion_sport,97.39,19.48,-32.99
2018-03,fashion_childrens_clothes,96.56,19.31,78.52
2018-03,dvds_blu_ray,89.71,17.94,110.93
2018-03,home_comfort_2,44.33,8.87,-47.23
2018-04,health_beauty,105197.96,21039.55,2.14
2018-04,watches_gifts,100316.99,20063.57,-5.98
2018-04,bed_bath_table,86731.4,17346.36,3.12
2018-04,sports_leisure,78936.15,15787.35,-21.29
2018-04,computers_accessories,69850.5,13970.29,-30.61
2018-04,furniture_decor,68451.25,13690.63,3.95
2018-04,auto,57072.56,11414.64,8.07
2018-04,baby,56814.41,11362.78,20.46
2018-04,housewares,55763.94,11152.94,19.54
2018-04,garden_tools,40698.93,8139.77,19.37
2018-04,cool_stuff,40200.7,8040.09,-8.45
2018-04,toys,27590.04,5518.09,-0.46
2018-04,office_furniture,26494.8,5298.91,-33.3
2018-04,pet_shop,22383.32,4476.71,36.94
2018-04,home_appliances_2,21959.04,4391.82,260.81
2018-04,musical_instruments,21176.37,4235.27,74.64
2018-04,telephony,20829.87,4166.02,-33.39
2018-04,perfumery,20504.24,4100.94,-13.9
2018-04,home_appliances,17382.62,3476.58,53.15
2018-04,construction_tools_construction,15576.76,3115.4,27.22
2018-04,small_appliances_home_oven_and_coffee,14769.18,2953.83,79.66
2018-04,electronics,14750.55,2950.32,-12.98
2018-04,computers,14571.61,2914.33,75.54
2018-04,stationery,14308.27,2861.66,-10.86
2018-04,small_appliances,13454.91,2690.98,-10.51
2018-04,fashion_bags_accessories,10945.34,2189.13,-14.26
2018-04,home_construction,10772.74,2154.64,59.2
2018-04,luggage_accessories,10272.07,2054.39,38.68
2018-04,unknown,9616.41,1923.35,-51.98
2018-04,consoles_games,8110.5,1622.12,-37.98
2018-04,audio,7571.46,1514.3,-32.78
2018-04,books_general_interest,7209.15,1441.88,214.99
2018-04,industry_commerce_and_business,6882.22,1376.44,90.76
2018-04,furniture_living_room,6219.96,1243.97,45.33
2018-04,drinks,5914.22,1182.8,366.23
2018-04,construction_tools_lights,5827.5,1165.5,85.7
2018-04,agro_industry_and_commerce,4783.66,956.73,-27.16
2018-04,kitchen_dining_laundry_garden_furniture,4288.19,857.63,19.05
2018-04,air_conditioning,3921.12,784.22,22.2
2018-04,construction_tools_safety,3427.97,685.63,-40.79
2018-04,signaling_and_security,2951.28,590.24,173.38
2018-04,art,2623.04,524.59,350.96
2018-04,home_confort,2274.26,454.83,-25.69
2018-04,food,2219.99,443.96,7.32
2018-04,fixed_telephony,2127.68,425.54,-3.32
2018-04,furniture_bedroom,1849.22,369.85,46.1
2018-04,music,1842.06,368.41,408.35
2018-04,costruction_tools_garden,1777.27,355.46,-40.19
2018-04,fashion_shoes,1717.97,343.6,12.64
2018-04,costruction_tools_tools,1651.92,330.37,43.05
2018-04,books_technical,1576.46,315.32,27.91
2018-04,food_drink,885.03,176.99,-66.27
2018-04,market_place,844.83,168.99,-54.46
2018-04,cine_photo,621.13,124.24,-26.63
2018-04,christmas_supplies,518.58,103.71,-56.58
2018-04,fashion_underwear_beach,440.18,88.04,19.48
2018-04,books_imported,352.37,70.48,23.77
2018-04,la_cuisine,334.12,66.82,-21.7
2018-04,dvds_blu_ray,267.67,53.54,198.37
2018-04,fashion_male_clothing,234.42,46.88,-47.54
2018-04,fashio_female_clothing,218.15,43.65,41.18
2018-04,diapers_and_hygiene,200.57,40.11,-19.32
2018-04,flowers,194.49,38.91,42.58
2018-04,cds_dvds_musicals,117.58,23.52,56.9
2018-04,fashion_sport,105.41,21.08,8.23
2018-04,party_supplies,80.26,16.06,-92.5
2018-04,tablets_printing_image,70.24,14.05,-75.55
2018-04,arts_and_craftmanship,34.22,6.84,-76.49
2018-04,home_comfort_2,18.76,3.75,-57.68
2018-05,watches_gifts,132617.95,26523.73,32.2
2018-05,health_beauty,110477.15,22095.45,5.02
2018-05,bed_bath_table,85173.53,17034.84,-1.8
2018-05,housewares,76453.58,15290.97,37.1
2018-05,sports_leisure,68841.54,13768.47,-12.79
2018-05,furniture_decor,65724.64,13145.04,-3.98
2018-05,computers_accessories,60055.71,12011.18,-14.02
2018-05,auto,48221.05,9644.28,-15.51
2018-05,garden_tools,43119.29,8623.76,5.95
2018-05,baby,39504.84,7901.04,-30.47
2018-05,toys,36425.46,7285.06,32.02
2018-05,cool_stuff,33932.76,6786.51,-15.59
2018-05,perfumery,27915.22,5583.12,36.14
2018-05,telephony,25836.33,5167.37,24.04
2018-05,office_furniture,25355.0,5070.99,-4.3
2018-05,construction_tools_construction,23580.34,4716.19,51.38
2018-05,electronics,21087.72,4217.78,42.96
2018-05,musical_instruments,20537.04,4107.41,-3.02
2018-05,home_appliances_2,15597.83,3119.57,-28.97
2018-05,stationery,15372.31,3074.5,7.44
2018-05,pet_shop,14084.07,2816.78,-37.08
2018-05,fashion_bags_accessories,13192.27,2638.55,20.53
2018-05,small_appliances,11507.33,2301.51,-14.47
2018-05,home_construction,11456.03,2291.24,6.34
2018-05,small_appliances_home_oven_and_coffee,10474.54,2094.9,-29.08
2018-05,computers,9944.61,1988.94,-31.75
2018-05,luggage_accessories,8245.49,1649.06,-19.73
2018-05,construction_tools_safety,7902.11,1580.42,130.52
2018-05,home_appliances,7380.41,1476.05,-57.54
2018-05,books_general_interest,6932.51,1386.54,-3.84
2018-05,consoles_games,6671.21,1334.25,-17.75
2018-05,construction_tools_lights,6321.37,1264.29,8.47
2018-05,unknown,6075.77,1215.18,-36.82
2018-05,industry_commerce_and_business,4981.97,996.39,-27.61
2018-05,books_technical,3923.58,784.77,148.89
2018-05,drinks,3563.83,712.78,-39.74
2018-05,agro_industry_and_commerce,3433.22,686.65,-28.23
2018-05,furniture_living_room,3390.1,678.0,-45.5
2018-05,art,3257.08,651.41,24.17
2018-05,home_confort,3184.37,636.89,40.02
2018-05,audio,3044.54,608.94,-59.79
2018-05,kitchen_dining_laundry_garden_furniture,2861.28,572.24,-33.28
2018-05,cine_photo,2570.88,514.21,313.9
2018-05,air_conditioning,2450.73,490.16,-37.5
2018-05,fixed_telephony,2222.25,444.47,4.44
2018-05,food,2079.48,415.95,-6.33
2018-05,furniture_bedroom,1816.91,363.39,-1.75
2018-05,fashion_shoes,1788.57,357.74,4.11
2018-05,food_drink,1674.74,334.95,89.23
2018-05,costruction_tools_garden,1403.85,280.76,-21.01
2018-05,market_place,1186.79,237.36,40.48
2018-05,signaling_and_security,862.99,172.58,-70.76
2018-05,music,827.4,165.48,-55.08
2018-05,christmas_supplies,672.74,134.55,29.73
2018-05,dvds_blu_ray,560.16,112.02,109.27
2018-05,books_imported,525.71,105.16,49.19
2018-05,costruction_tools_tools,506.26,101.24,-69.35
2018-05,fashion_underwear_beach,300.46,60.11,-31.74
2018-05,party_supplies,170.44,34.09,112.36
2018-05,diapers_and_hygiene,159.65,31.93,-20.4
2018-05,fashion_male_clothing,149.87,29.97,-36.07
2018-05,arts_and_craftmanship,101.05,20.21,195.3
2018-05,tablets_printing_image,58.19,11.64,-17.16
2018-05,flowers,35.72,7.14,-81.63
2018-06,health_beauty,125197.75,25039.47,13.32
2018-06,watches_gifts,95855.5,19171.21,-27.72
2018-06,bed_bath_table,88024.74,17605.15,3.35
2018-06,housewares,70411.83,14082.5,-7.9
2018-06,sports_leisure,54825.25,10964.96,-20.36
2018-06,furniture_decor,52528.92,10505.85,-20.08
2018-06,auto,52446.51,10489.37,8.76
2018-06,computers_accessories,51137.98,10227.64,-14.85
2018-06,baby,37038.15,7407.75,-6.24
2018-06,perfumery,31001.59,6200.32,11.06
2018-06,telephony,26562.72,5312.64,2.81
2018-06,construction_tools_construction,25372.45,5074.49,7.6
2018-06,toys,25293.65,5058.79,-30.56
2018-06,pet_shop,23421.37,4684.25,66.3
2018-06,garden_tools,23126.03,4625.22,-46.37
2018-06,cool_stuff,22026.04,4405.23,-35.09
2018-06,musical_instruments,17970.76,3594.19,-12.5
2018-06,small_appliances,17190.08,3438.05,49.38
2018-06,office_furniture,16654.57,3330.91,-34.31
2018-06,stationery,16026.05,3205.33,4.25
2018-06,computers,13867.87,2773.59,39.45
2018-06,electronics,12946.08,2589.39,-38.61
2018-06,home_construction,10936.73,2187.37,-4.53
2018-06,fashion_bags_accessories,9388.36,1877.69,-28.83
2018-06,home_appliances_2,9112.54,1822.5,-41.58
2018-06,consoles_games,7642.03,1528.4,14.55
2018-06,home_appliances,7263.28,1452.66,-1.59
2018-06,signaling_and_security,6940.76,1388.16,704.27
2018-06,luggage_accessories,6138.72,1227.74,-25.55
2018-06,construction_tools_lights,5538.59,1107.73,-12.38
2018-06,kitchen_dining_laundry_garden_furniture,4742.2,948.44,65.74
2018-06,furniture_living_room,4529.65,905.92,33.61
2018-06,air_conditioning,4092.94,818.58,67.01
2018-06,books_general_interest,3958.62,791.73,-42.9
2018-06,agro_industry_and_commerce,3843.05,768.61,11.94
2018-06,small_appliances_home_oven_and_coffee,3672.13,734.43,-64.94
2018-06,industry_commerce_and_business,3533.92,706.8,-29.07
2018-06,art,3019.18,603.83,-7.3
2018-06,construction_tools_safety,2972.88,594.58,-62.38
2018-06,unknown,2805.7,561.15,-53.82
2018-06,home_confort,2701.94,540.4,-15.15
2018-06,fixed_telephony,2422.52,484.52,9.01
2018-06,audio,2228.39,445.71,-26.81
2018-06,books_technical,2184.59,436.95,-44.32
2018-06,drinks,2053.4,410.69,-42.38
2018-06,furniture_bedroom,1941.82,388.35,6.87
2018-06,food,1693.59,338.74,-18.56
2018-06,fashion_shoes,1450.18,290.04,-18.92
2018-06,costruction_tools_garden,1067.6,213.53,-23.95
2018-06,market_place,678.79,135.76,-42.8
2018-06,costruction_tools_tools,623.81,124.76,23.22
2018-06,cine_photo,609.36,121.89,-76.3
2018-06,books_imported,606.16,121.23,15.3
2018-06,fashion_male_clothing,554.43,110.9,269.94
2018-06,food_drink,512.81,102.53,-69.38
2018-06,dvds_blu_ray,505.03,101.01,-9.84
2018-06,christmas_supplies,476.71,95.33,-29.14
2018-06,diapers_and_hygiene,427.7,85.54,167.9
2018-06,fashion_underwear_beach,236.76,47.37,-21.2
2018-06,music,169.56,33.91,-79.51
2018-06,flowers,140.7,28.14,293.9
2018-06,party_supplies,112.38,22.48,-34.06
2018-06,fashion_childrens_clothes,97.48,19.5,0.95
2018-06,tablets_printing_image,72.85,14.57,25.19
2018-06,home_comfort_2,51.38,10.28,173.88
2018-07,health_beauty,122743.98,24548.91,-1.96
2018-07,watches_gifts,106064.72,21212.81,10.65
2018-07,housewares,77967.73,15593.63,10.73
2018-07,bed_bath_table,68708.38,13741.82,-21.94
2018-07,sports_leisure,65830.02,13165.97,20.07
2018-07,furniture_decor,57406.26,11481.31,9.29
2018-07,auto,51187.78,10237.46,-2.4
2018-07,computers_accessories,50518.25,10103.84,-1.21
2018-07,cool_stuff,34278.98,6855.76,55.63
2018-07,garden_tools,31122.91,6224.62,34.58
2018-07,telephony,30971.34,6194.32,16.6
2018-07,baby,27378.18,5475.75,-26.08
2018-07,perfumery,25704.44,5140.92,-17.09
2018-07,pet_shop,23358.39,4671.72,-0.27
2018-07,stationery,21489.7,4297.96,34.09
2018-07,toys,20636.35,4127.29,-18.41
2018-07,construction_tools_construction,17589.95,3518.02,-30.67
2018-07,office_furniture,17388.52,3477.73,4.41
2018-07,electronics,13812.32,2762.5,6.69
2018-07,home_appliances_2,13772.17,2754.43,51.13
2018-07,computers,11947.48,2389.49,-13.85
2018-07,musical_instruments,11151.22,2230.21,-37.95
2018-07,small_appliances,9782.44,1956.45,-43.09
2018-07,fixed_telephony,9658.18,1931.61,298.68
2018-07,consoles_games,9539.14,1907.84,24.82
2018-07,furniture_living_room,8840.31,1768.05,95.17
2018-07,agro_industry_and_commerce,8735.28,1747.11,127.3
2018-07,construction_tools_lights,8631.4,1726.28,55.84
2018-07,home_construction,8298.17,1659.65,-24.13
2018-07,fashion_bags_accessories,7418.12,1483.67,-20.99
2018-07,luggage_accessories,7193.09,1438.63,17.18
2018-07,unknown,6648.66,1329.73,136.97
2018-07,home_appliances,6541.68,1308.35,-9.93
2018-07,signaling_and_security,6136.19,1227.24,-11.59
2018-07,costruction_tools_tools,5779.45,1155.89,826.48
2018-07,industry_commerce_and_business,5593.9,1118.79,58.29
2018-07,small_appliances_home_oven_and_coffee,5171.36,1034.27,40.83
2018-07,kitchen_dining_laundry_garden_furniture,4886.72,977.33,3.05
2018-07,books_general_interest,4496.16,899.26,13.58
2018-07,food,4401.42,880.3,159.89
2018-07,home_confort,3560.26,712.06,31.77
2018-07,air_conditioning,3137.45,627.5,-23.34
2018-07,books_technical,2605.41,521.05,19.26
2018-07,costruction_tools_garden,2592.27,518.43,142.81
2018-07,audio,2409.0,481.84,8.1
2018-07,art,2265.73,453.16,-24.96
2018-07,construction_tools_safety,2142.9,428.59,-27.92
2018-07,furniture_bedroom,1838.77,367.74,-5.31
2018-07,drinks,1633.2,326.64,-20.46
2018-07,cine_photo,1291.61,258.32,111.96
2018-07,food_drink,1164.97,233.0,127.17
2018-07,fashion_shoes,985.44,197.08,-32.05
2018-07,music,893.28,178.66,426.82
2018-07,arts_and_craftmanship,804.6,160.92,696.24
2018-07,christmas_supplies,661.66,132.32,38.8
2018-07,books_imported,516.61,103.32,-14.77
2018-07,fashion_male_clothing,295.68,59.12,-46.67
2018-07,market_place,277.34,55.47,-59.14
2018-07,diapers_and_hygiene,237.91,47.57,-44.37
2018-07,furniture_mattress_and_upholstery,141.83,28.37,-75.75
2018-07,fashion_underwear_beach,141.33,28.27,-40.31
2018-07,dvds_blu_ray,96.88,19.38,-80.82
2018-07,home_comfort_2,85.44,17.08,66.29
2018-07,party_supplies,84.36,16.87,-24.93
2018-07,flowers,83.36,16.67,-40.75
2018-08,health_beauty,137206.07,27441.17,11.78
2018-08,watches_gifts,79391.86,15878.49,-25.15
2018-08,bed_bath_table,75207.83,15041.8,9.46
2018-08,housewares,74238.89,14847.91,-4.78
2018-08,sports_leisure,60374.75,12074.97,-8.29
2018-08,auto,53075.08,10615.12,3.69
2018-08,furniture_decor,51976.65,10395.5,-9.46
2018-08,computers_accessories,48190.39,9638.12,-4.61
2018-08,telephony,42480.9,8496.25,37.16
2018-08,pet_shop,28784.18,5756.77,23.23
2018-08,perfumery,28660.53,5732.05,11.5
2018-08,baby,26771.31,5354.36,-2.22
2018-08,construction_tools_construction,25925.05,5185.02,47.39
2018-08,toys,21074.27,4214.87,2.12
2018-08,garden_tools,20388.16,4077.71,-34.49
2018-08,cool_stuff,19091.64,3818.31,-44.31
2018-08,stationery,18980.61,3796.17,-11.68
2018-08,electronics,12967.37,2593.49,-6.12
2018-08,musical_instruments,11705.45,2341.08,4.97
2018-08,home_appliances_2,10667.72,2133.55,-22.54
2018-08,fashion_bags_accessories,10035.75,2007.21,35.29
2018-08,construction_tools_lights,9888.59,1977.75,14.57
2018-08,food,9676.42,1935.33,119.85
2018-08,computers,9228.25,1845.67,-22.76
2018-08,office_furniture,8386.67,1677.37,-51.77
2018-08,home_construction,8312.99,1662.6,0.18
2018-08,luggage_accessories,8256.81,1651.37,14.79
2018-08,home_appliances,7933.85,1586.77,21.28
2018-08,small_appliances,7486.0,1497.2,-23.48
2018-08,furniture_living_room,6690.29,1338.02,-24.32
2018-08,consoles_games,5828.24,1165.72,-38.9
2018-08,agro_industry_and_commerce,5543.74,1108.75,-36.54
2018-08,unknown,5123.43,1024.72,-22.94
2018-08,construction_tools_safety,4596.59,919.31,114.5
2018-08,costruction_tools_garden,4294.49,858.89,65.67
2018-08,air_conditioning,4007.82,801.54,27.74
2018-08,small_appliances_home_oven_and_coffee,3391.13,678.21,-34.42
2018-08,fixed_telephony,2891.02,578.2,-70.07
2018-08,furniture_bedroom,2819.88,563.97,53.36
2018-08,kitchen_dining_laundry_garden_furniture,2756.02,551.2,-43.6
2018-08,industry_commerce_and_business,2744.05,548.8,-50.95
2018-08,home_confort,2571.88,514.4,-27.76
2018-08,audio,2469.1,493.86,2.49
2018-08,signaling_and_security,2158.67,431.75,-64.82
2018-08,books_general_interest,2076.99,415.41,-53.81
2018-08,drinks,1918.02,383.6,17.44
2018-08,books_technical,1861.38,372.27,-28.56
2018-08,art,1775.9,355.19,-21.62
2018-08,party_supplies,1590.42,318.09,1785.28
2018-08,costruction_tools_tools,1497.04,299.41,-74.1
2018-08,food_drink,1340.39,268.06,15.06
2018-08,market_place,1107.97,221.6,299.5
2018-08,arts_and_craftmanship,1069.05,213.82,32.87
2018-08,cine_photo,818.29,163.67,-36.65
2018-08,books_imported,804.96,160.99,55.82
2018-08,christmas_supplies,778.71,155.74,17.69
2018-08,music,582.61,116.52,-34.78
2018-08,fashion_shoes,577.21,115.44,-41.43
2018-08,fashion_male_clothing,466.98,93.39,57.93
2018-08,diapers_and_hygiene,276.93,55.39,16.4
2018-08,fashion_underwear_beach,246.76,49.36,74.6
2018-08,fashio_female_clothing,169.13,33.83,-22.47
2018-08,fashion_sport,83.05,16.61,-21.21
2018-08,dvds_blu_ray,16.29,3.26,-83.19
2018-09,kitchen_dining_laundry_garden_furniture,166.46,33.29,-93.96
2018-09,unknown,,,
2018-10,unknown,,,
